helperId,address,latitude,longitude,email
0,"Michelstrasse 6, 8049 Zürich",47.4045882,8.4956993,olena23@web.de
1,"Riedhofstrasse 277, 8049 Zürich",47.4068335,8.486364788336479,abdul37@lorch.de
2,"Brunnwiesenstrasse. 78, 8049 Zürich",47.401818899999995,8.502904109747357,ron06@etzler.org
3,"Rütihofstrasse 32, 8049 Zürich",47.4139362,8.477824429475469,stanislaw11@gorlitz.com
4,"Segantinistrasse 38, 8049 Zürich",47.405278499999994,8.500653449999996,dorleboerner@aol.de
5,"Riedhofstrasse 63, 8049 Zürich",47.4047016,8.492083950865386,nkrause@reinhardt.com
6,"Riedhofstrasse 299, 8049 Zürich",47.4077043,8.4850702,joergen68@heuser.de
7,"Imbisbühlstrasse 17, 8049 Zürich",47.403117,8.4936818,kuschkarl-august@holzapfel.de
8,"Limmattalstrasse 266, 8049 Zürich",47.4023642,8.4938806,metin34@aol.de
9,"Im Wingert 12, 8049 Zürich",47.4003858,8.509406051787845,maricajunck@neuschaefer.de
10,"Kettberg 5, 8049 Zürich",47.398512049999994,8.511144443967313,abohlander@seifert.de
11,"Riedhofstrasse 29, 8049 Zürich",47.40424195,8.493492214249404,stiffeldonald@yahoo.de
12,"Im Wingert 36, 8049 Zürich",47.401517850000005,8.50783103406484,zruppert@loewer.de
13,"Eichholzweg 6, 8049 Zürich",47.4035913,8.507237738482058,ralf-dieterkreusel@aol.de
14,"Nötzlistrasse 15, 8049 Zürich",47.4048336,8.502146001864272,barkholzvalentine@barth.de
15,"Giacomettistrasse 19, 8049 Zürich",47.402628500000006,8.505656048990708,anika38@roht.com
16,"Limmattalstrasse 353, 8049 Zürich",47.4023642,8.4938806,ehoerle@gmail.com
17,"Regensdorferstrasse 29, 8049 Zürich",47.40405615,8.49537580285676,anneli05@aol.de
18,"Winzerhalde 46, 8049 Zürich",47.400393699999995,8.490019776228419,zritter@gmail.com
19,"Kappenbühlweg 11, 8049 Zürich",47.40397745,8.498320080768725,bbachmann@web.de
20,"Segantinistrasse 125, 8049 Zürich",47.406653649999996,8.493464163600624,aheser@gmx.de
21,"Kettberg 7, 8049 Zürich",47.398474050000004,8.511562547187086,qnoack@hotmail.de
22,"Limmattalstrasse 388, 8049 Zürich",47.4023642,8.4938806,josef95@boerner.com
23,"Segantinistrasse 141, 8049 Zürich",47.40724525,8.49231699229448,meinhardbolzmann@web.de
24,"Riedhofstrasse 260, 8049 Zürich",47.4073525,8.487545992277301,hennerhoffmann@zirme.com
25,"Winzerhalde 46, 8049 Zürich",47.400393699999995,8.490019776228419,wruppert@gude.de
26,"Riedhofstrasse 378, 8049 Zürich",47.40997865,8.481313518053021,brigittemargraf@margraf.com
27,"Giacomettistrasse 16, 8049 Zürich",47.40261315,8.504931210121436,alice59@hotmail.de
28,"Limmattalstrasse 155, 8049 Zürich",47.4009218,8.501674200879306,augustastahr@googlemail.com
29,"Limmattalstrasse 289, 8049 Zürich",47.4023642,8.4938806,ditschlerinmehdi@googlemail.com
30,"Winzerstrasse 85, 8049 Zürich",47.4001692,8.4942713,qriehl@seidel.com
31,"Ottenbergstrasse 52, 8049 Zürich",47.3982443,8.5082464,barthklaudia@web.de
32,"Rebstockweg 10, 8049 Zürich",47.40084375,8.499320839294402,kreinberta@paertzelt.net
33,"Limmattalstrasse 29, 8049 Zürich",47.39646655,8.510388795637967,nicolebarth@googlemail.com
34,"Ackersteinstrasse 143, 8049 Zürich",47.398583200000004,8.504129803030196,nkallert@yahoo.de
35,"Obere Bläsistrasse 3, 8049 Zürich",47.40407485,8.504589908836735,birgitt51@hotmail.de
36,"Grossmannstrasse 30, 8049 Zürich",47.3965458,8.506668409076683,pholt@googlemail.com
37,"Geeringstrasse 37, 8049 Zürich",47.414803649999996,8.4800326180024,haustermuehle@gmail.com
38,"Naglerwiesenstrasse 52, 8049 Zürich",47.4129728,8.481258365051458,monja15@schaefer.de
39,"Limmattalstrasse 5, 8049 Zürich",47.3959048,8.51437249405286,steinbergjennifer@gmail.com
40,"Imbisbühlhalde 11, 8049 Zürich",47.407041050000004,8.483379649989264,meikbeier@yahoo.de
41,"Segantinistrasse 114, 8049 Zürich",47.406776750000006,8.494158042122827,aschoenland@muehle.de
42,"Ottenbergstrasse 23, 8049 Zürich",47.39691345,8.511821033987438,huebelgeorgios@gmail.com
43,"Ferdinand-Hodler-Strasse 10, 8049 Zürich",47.40406205,8.5014806,kaethistoll@gmail.com
44,"Am Börtli 6, 8049 Zürich",47.399609,8.508015663133941,jschuchhardt@wieloch.de
45,"Heizenholz 45, 8049 Zürich",47.411592299999995,8.485578726437662,leon70@googlemail.com
46,"Heizenholz 45, 8049 Zürich",47.411592299999995,8.485578726437662,gotthard64@aol.de
47,"Limmattalstrasse 163, 8049 Zürich",47.40139945,8.50031672341791,vzirme@tlustek.de
48,"Riedhofweg 35, 8049 Zürich",47.4094958,8.484568246313057,zkuhl@mies.com
49,"Appenzellerstrasse 11, 8049 Zürich",47.39936925,8.50878727210031,heydrichanton@ehlert.de
50,"Segantinistrasse 216, 8049 Zürich",47.4055211,8.4990666,drubinmarcella@ruppert.net
51,"Limmattalstrasse 55, 8049 Zürich",47.397697300000004,8.507149700000003,yetzold@hiller.com
52,"Grossmannstrasse 30, 8049 Zürich",47.3965458,8.506668409076683,goran57@gmail.com
53,"Segantinisteig 2, 8049 Zürich",47.40659025,8.492463546329287,klaudiahartmann@gutknecht.com
54,"Kürbergstrasse 34, 8049 Zürich",47.39851575,8.50836297095779,kaesterhelga@yahoo.de
55,"Riedhofstrasse 366, 8049 Zürich",47.4099269,8.482156201366113,stollstjepan@ullrich.de
56,"Schärrergasse 3, 8049 Zürich",47.4024113,8.497628509978188,alexeiholsten@web.de
57,"Rütihofstrasse 2, 8049 Zürich",47.41447625,8.479546130169688,kpeukert@aol.de
58,"Konrad-Ilg-Strasse 22, 8049 Zürich",47.406844050000004,8.478812911455975,georgiosschleich@aol.de
59,"Im oberen Boden 11, 8049 Zürich",47.4158279,8.4810428,haeringalice@hotmail.de
60,"Hohenklingenstrasse 28, 8049 Zürich",47.40206635,8.492932251058683,mariusz56@krein.com
61,"Ackersteinstrasse 161, 8049 Zürich",47.3996702,8.502347348296613,steve35@plath.com
62,"Im Maas 8, 8049 Zürich",47.40202845,8.503932799627133,qbender@weiss.org
63,"Reinhold-Frei-Strasse 27, 8049 Zürich",47.40922205,8.484806457645165,ehrenfried28@holt.de
64,"Konrad-Ilg-Strasse 22, 8049 Zürich",47.406844050000004,8.478812911455975,lidia08@gmx.de
65,"Riedhofstrasse 366, 8049 Zürich",47.4099269,8.482156201366113,traute45@hesse.com
66,"Rebbergstrasse 49, 8049 Zürich",47.397550949999996,8.512940485974205,stahrhilde@gmail.com
67,"Ferdinand-Hodler-Strasse 15, 8049 Zürich",47.404049,8.5007635,wally73@heydrich.com
68,"Kappenbühlweg 9, 8049 Zürich",47.4035729,8.4986268,zrogge@karz.com
69,"Riedhofstrasse 366, 8049 Zürich",47.4099269,8.482156201366113,irmascheibe@schwital.com
70,"Riedhofstrasse 366, 8049 Zürich",47.4099269,8.482156201366113,zorbachkarl-friedrich@tlustek.de
71,"Hardeggstrasse 11, 8049 Zürich",47.39591585,8.503814796285795,heinz-georgpoelitz@fiebig.com
72,"Winzerstrasse 9, 8049 Zürich",47.4001692,8.4942713,giesela11@johann.com
73,"Rütihofstrasse 32, 8049 Zürich",47.4139362,8.477824429475469,camillarudolph@jessel.com
74,"Winzerstrasse 17, 8049 Zürich",47.4001692,8.4942713,gisbertschleich@googlemail.com
75,"Segantinistrasse 116, 8049 Zürich",47.40698605,8.494096435663089,yweinhage@beier.de
76,"Limmattalstrasse 387, 8049 Zürich",47.4023642,8.4938806,evelyneloeffler@paertzelt.de
77,"Limmattalstrasse 44, 8049 Zürich",47.3967363,8.510600824286353,fabiantrub@gerlach.com
78,"Grossmannstrasse 25, 8049 Zürich",47.3957288,8.507356001739868,bolnbacheditha@hotmail.de
79,"Ackersteinstrasse 72, 8049 Zürich",47.39660415,8.508825040147928,meisteroliver@schenk.com
80,"Limmattalstrasse 385, 8049 Zürich",47.4023642,8.4938806,walburgajacob@gmx.de
81,"Limmattalstrasse 47, 8049 Zürich",47.3972976,8.507906203219179,cstey@gmail.com
82,"Ferdinand-Hodler-Strasse 3, 8049 Zürich",47.4033394,8.502052907946574,wernermark@mentzel.net
83,"Rütihofstrasse 27, 8049 Zürich",47.4134899,8.479216234892291,rhartmann@ring.net
84,"Limmattalstrasse 65, 8049 Zürich",47.39809405,8.506421018270299,fbinner@hotmail.de
85,"Bergellerstrasse 41, 8049 Zürich",47.4065698,8.4918502,schuelerronald@naser.com
86,"Lachenacker 23, 8049 Zürich",47.406785150000005,8.489951210345343,gierschneralfredo@googlemail.com
87,"Michelstrasse 42, 8049 Zürich",47.406724,8.495634063234608,isabella53@hotmail.de
88,"Segantinistrasse 67, 8049 Zürich",47.4055331,8.498280308181073,hmans@troest.com
89,"Kappenbühlweg 11, 8049 Zürich",47.40397745,8.498320080768725,gerlachgerhardt@gmail.com
90,"Heizenholz 32, 8049 Zürich",47.411048050000005,8.487030915985708,hardy68@bolzmann.de
91,"Michelstrasse 52, 8049 Zürich",47.40735665,8.49514231967135,hugo33@bolander.com
92,"Segantinistrasse 141, 8049 Zürich",47.40724525,8.49231699229448,moechlichenljubica@wieloch.org
93,"Wildenstrasse 15, 8049 Zürich",47.4074537,8.488328928012049,lotti46@gmx.de
94,"Ackersteinstrasse 12, 8049 Zürich",47.39557175,8.514209950400817,skabus@googlemail.com
95,"Bläsistrasse 49, 8049 Zürich",47.40327485,8.50388585112654,boucseinkarl-josef@yahoo.de
96,"Imbisbühlstrasse 159, 8049 Zürich",47.4035273,8.4925379,neuschaeferemil@yahoo.de
97,"Rütihofstrasse 3, 8049 Zürich",47.41406945,8.480366719245135,schoenlandnatalia@heser.net
98,"Reinhold-Frei-Strasse 67, 8049 Zürich",47.4105669,8.483620068895908,marlieseweiss@aol.de
99,"Riedhofstrasse 41, 8049 Zürich",47.4039369,8.4929601,saeuberlichhans-willi@reinhardt.com
100,"Rütihofstrasse 31, 8049 Zürich",47.4135121,8.478689754897568,wilmsenkarola@saeuberlich.com
101,"Regensdorferstrasse 157, 8049 Zürich",47.4034924,8.4973495,iris38@beyer.de
102,"Im oberen Boden 72, 8049 Zürich",47.416623,8.481363723023257,krauseerdogan@aol.de
103,"Segantinistrasse 63, 8049 Zürich",47.4054201,8.498685540823669,ruppersbergersylvie@schinke.de
104,"Rebbergstrasse 65, 8049 Zürich",47.3977891,8.5115899,scheelroselinde@gmail.com
105,"Appenzellerstrasse 55, 8049 Zürich",47.4006704,8.507789952394452,guentergotthard@gmx.de
106,"Kappenbühlweg 11, 8049 Zürich",47.40397745,8.498320080768725,angelicabloch@web.de
107,"Heizenholz 45, 8049 Zürich",47.411592299999995,8.485578726437662,xschueler@web.de
108,"Frankentalerstrasse 35, 8049 Zürich",47.40705455,8.479552765429101,wirthhenryk@yahoo.de
109,"Bauherrenstrasse 48, 8049 Zürich",47.401067999999995,8.498660900058468,selmaaustermuehle@googlemail.com
110,"Am Wasser 60, 8049 Zürich",47.3960814,8.5061461,ruppertconstance@barth.org
111,"Frankentalerstrasse 35, 8049 Zürich",47.40705455,8.479552765429101,flantzemine@gmail.com
112,"Am Wasser 135, 8049 Zürich",47.3991721,8.49784505,hoffmanncenta@aol.de
113,"Engadinerweg 3, 8049 Zürich",47.40721385,8.494296400462744,cord98@googlemail.com
114,"Riedhofstrasse 291, 8049 Zürich",47.4075104,8.4859317,denny48@hellwig.de
115,"Ackersteinstrasse 150, 8049 Zürich",47.3995796,8.503456578133632,janna77@giess.de
116,"Im Stelzenacker 17, 8049 Zürich",47.4164693,8.482322248287408,naserdagobert@yahoo.de
117,"Imbisbühlstrasse 91, 8049 Zürich",47.4035273,8.4925379,ahmaddippel@gmx.de
118,"Am Wasser 104C, 8049 Zürich",47.3972397,8.5029985,christopher86@aol.de
119,"Rütihofstrasse 45, 8049 Zürich",47.41304865,8.4780279,rosa-mariaschmidt@aol.de
120,"Rütihofstrasse 14, 8049 Zürich",47.41509235,8.47869765,horstbruder@hamann.de
121,"Segantinistrasse 93, 8049 Zürich",47.4062361,8.495016249999999,roerrichtmaria@gmx.de
122,"Bäulistrasse 26A, 8049 Zürich",47.3986874,8.502970441951632,liselotte29@ritter.com
123,"Am Börtli 10, 8049 Zürich",47.4000024,8.508161923884499,burckhardplath@hotmail.de
124,"Giblenstrasse 48, 8049 Zürich",47.4122174,8.481714491018776,klemens10@mangold.de
125,"Riedhofweg 4, 8049 Zürich",47.408466,8.484371898020221,adelbertsontag@taesche.com
126,"Kürbergstrasse 50, 8049 Zürich",47.398748499999996,8.510023075722788,bodo14@yahoo.de
127,"Riedhofstrasse 70, 8049 Zürich",47.40531435,8.492104419535483,schmidtgino@roemer.de
128,"Winzerhalde 85, 8049 Zürich",47.4024914,8.485379154222267,isabelljunk@web.de
129,"Gsteigstrasse 31, 8049 Zürich",47.4030586,8.5019213,weitzeldaniela@hotmail.de
